user_id,month,plan,city,total_minutes,messages_sent,data_volume_mb,minutes_included,messages_included,mb_per_month_included,usd_monthly_pay,usd_per_minute,usd_per_message,usd_per_gb,excess_minutes,excess_messages,excess_data_gb,monthly_revenue
1006,2018-12,ultimate,"San Francisco-Oakland-Berkeley, CA MSA",54.79,139.0,32118.82,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,1.3660351562499997,79.56
1007,2018-08,surf,"Grand Rapids-Kentwood, MI MSA",427.95,51.0,24439.88,500,50,15360,20,0.03,0.03,10,0.0,1.0,8.867070312500001,108.7
1007,2018-09,surf,"Grand Rapids-Kentwood, MI MSA",375.83,47.0,28123.95,500,50,15360,20,0.03,0.03,10,0.0,0.0,12.464794921875,144.65
1007,2018-10,surf,"Grand Rapids-Kentwood, MI MSA",610.65,59.0,37885.63,500,50,15360,20,0.03,0.03,10,110.64999999999998,9.0,21.997685546874997,243.57
1007,2018-11,surf,"Grand Rapids-Kentwood, MI MSA",490.29,48.0,24334.0,500,50,15360,20,0.03,0.03,10,0.0,0.0,8.763671875,107.64
1007,2018-12,surf,"Grand Rapids-Kentwood, MI MSA",579.43,50.0,29069.28,500,50,15360,20,0.03,0.03,10,79.42999999999995,0.0,13.387968749999999,156.26
1008,2018-10,ultimate,"Orlando-Kissimmee-Sanford, FL MSA",450.21,21.0,17106.989999999998,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1008,2018-11,ultimate,"Orlando-Kissimmee-Sanford, FL MSA",422.81,37.0,23676.72,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1008,2018-12,ultimate,"Orlando-Kissimmee-Sanford, FL MSA",600.29,26.0,14689.33,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1009,2018-05,surf,"San Jose-Sunnyvale-Santa Clara, CA MSA",498.93,0.0,20389.4,500,50,15360,20,0.03,0.03,10,0.0,0.0,4.911523437500001,69.12
1009,2018-06,surf,"San Jose-Sunnyvale-Santa Clara, CA MSA",775.52,0.0,18845.9,500,50,15360,20,0.03,0.03,10,275.52,0.0,3.4041992187500014,62.31
1009,2018-07,surf,"San Jose-Sunnyvale-Santa Clara, CA MSA",826.74,0.0,30421.65,500,50,15360,20,0.03,0.03,10,326.74,0.0,14.708642578125001,176.89
1009,2018-08,surf,"San Jose-Sunnyvale-Santa Clara, CA MSA",680.39,0.0,24557.52,500,50,15360,20,0.03,0.03,10,180.39,0.0,8.981953125,115.23
1009,2018-09,surf,"San Jose-Sunnyvale-Santa Clara, CA MSA",730.47,0.0,20962.4,500,50,15360,20,0.03,0.03,10,230.47000000000003,0.0,5.471093750000001,81.63
1009,2018-10,surf,"San Jose-Sunnyvale-Santa Clara, CA MSA",696.35,0.0,22664.84,500,50,15360,20,0.03,0.03,10,196.35000000000002,0.0,7.1336328125,97.23
1009,2018-11,surf,"San Jose-Sunnyvale-Santa Clara, CA MSA",668.57,0.0,25473.43,500,50,15360,20,0.03,0.03,10,168.57000000000005,0.0,9.876396484375,123.82
1009,2018-12,surf,"San Jose-Sunnyvale-Santa Clara, CA MSA",712.71,0.0,23922.6,500,50,15360,20,0.03,0.03,10,212.71000000000004,0.0,8.361914062499999,110.0
1010,2018-03,surf,"Dallas-Fort Worth-Arlington, TX MSA",408.42,0.0,10690.02,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1010,2018-04,surf,"Dallas-Fort Worth-Arlington, TX MSA",618.43,0.0,19722.34,500,50,15360,20,0.03,0.03,10,118.42999999999995,0.0,4.26009765625,66.15
1010,2018-05,surf,"Dallas-Fort Worth-Arlington, TX MSA",497.94,0.0,15888.52,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.5161328125000004,25.16
1010,2018-06,surf,"Dallas-Fort Worth-Arlington, TX MSA",524.14,0.0,16829.31,500,50,15360,20,0.03,0.03,10,24.139999999999986,0.0,1.4348730468750013,35.07
1010,2018-07,surf,"Dallas-Fort Worth-Arlington, TX MSA",658.24,0.0,12663.11,500,50,15360,20,0.03,0.03,10,158.24,0.0,0.0,24.75
1010,2018-08,surf,"Dallas-Fort Worth-Arlington, TX MSA",598.94,0.0,19811.84,500,50,15360,20,0.03,0.03,10,98.94000000000005,0.0,4.3475,66.44
1010,2018-09,surf,"Dallas-Fort Worth-Arlington, TX MSA",568.75,0.0,16813.73,500,50,15360,20,0.03,0.03,10,68.75,0.0,1.4196582031249996,36.26
1010,2018-10,surf,"Dallas-Fort Worth-Arlington, TX MSA",668.63,0.0,16937.78,500,50,15360,20,0.03,0.03,10,168.63,0.0,1.5408007812499989,40.47
1010,2018-11,surf,"Dallas-Fort Worth-Arlington, TX MSA",245.37,0.0,7985.59,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1011,2018-06,ultimate,"Cleveland-Elyria, OH MSA",111.67999999999999,21.0,6685.11,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1011,2018-07,ultimate,"Cleveland-Elyria, OH MSA",472.65999999999997,53.0,21046.41,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1011,2018-08,ultimate,"Cleveland-Elyria, OH MSA",460.12,54.0,21099.37,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1011,2018-09,ultimate,"Cleveland-Elyria, OH MSA",455.22,60.0,16638.46,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1011,2018-10,ultimate,"Cleveland-Elyria, OH MSA",476.99,64.0,24575.65,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1011,2018-11,ultimate,"Cleveland-Elyria, OH MSA",475.65,58.0,22102.97,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1011,2018-12,ultimate,"Cleveland-Elyria, OH MSA",292.55,61.0,19630.63,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1012,2018-11,surf,"Chicago-Naperville-Elgin, IL-IN-WI MSA",71.42,0.0,13935.03,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1012,2018-12,surf,"Chicago-Naperville-Elgin, IL-IN-WI MSA",72.31,0.0,11876.94,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1013,2018-12,ultimate,"Knoxville, TN MSA",203.37,16.0,20113.92,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1014,2018-11,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",149.33,9.0,1175.59,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1014,2018-12,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",1050.62,64.0,7792.41,500,50,15360,20,0.03,0.03,10,550.6199999999999,14.0,0.0,36.94
1015,2018-12,surf,"Pittsburgh, PA MSA",89.49,68.0,17495.12,500,50,15360,20,0.03,0.03,10,0.0,18.0,2.085078124999999,41.39
1016,2018-10,surf,"Fresno, CA MSA",162.24,11.0,3669.91,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1016,2018-11,surf,"Fresno, CA MSA",610.4,46.0,27501.33,500,50,15360,20,0.03,0.03,10,110.39999999999998,0.0,11.856767578125002,141.88
1016,2018-12,surf,"Fresno, CA MSA",789.66,38.0,28188.010000000002,500,50,15360,20,0.03,0.03,10,289.65999999999997,0.0,12.527353515625002,153.96
1017,2018-08,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",55.26,5.0,2128.5299999999997,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1017,2018-09,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",335.86,41.0,24478.920000000002,500,50,15360,20,0.03,0.03,10,0.0,0.0,8.905195312500002,109.05
1017,2018-10,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",375.49,35.0,28478.25,500,50,15360,20,0.03,0.03,10,0.0,0.0,12.810791015625,148.11
1017,2018-11,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",362.34000000000003,29.0,19093.04,500,50,15360,20,0.03,0.03,10,0.0,0.0,3.645546875000001,56.46
1017,2018-12,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",450.86,42.0,21136.58,500,50,15360,20,0.03,0.03,10,0.0,0.0,5.641191406250002,76.41
1018,2018-10,surf,"Indianapolis-Carmel-Anderson, IN MSA",173.67000000000002,3.0,8722.35,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1018,2018-11,surf,"Indianapolis-Carmel-Anderson, IN MSA",601.88,5.0,15266.53,500,50,15360,20,0.03,0.03,10,101.88,0.0,0.0,23.06
1018,2018-12,surf,"Indianapolis-Carmel-Anderson, IN MSA",447.9,8.0,17390.55,500,50,15360,20,0.03,0.03,10,0.0,0.0,1.9829589843749993,39.83
1019,2018-11,surf,"Jacksonville, FL MSA",41.38,24.0,3012.91,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1019,2018-12,surf,"Jacksonville, FL MSA",441.98,128.0,28127.77,500,50,15360,20,0.03,0.03,10,0.0,78.0,12.468525390625,147.03
1020,2018-11,surf,"Dallas-Fort Worth-Arlington, TX MSA",405.3,1.0,12000.34,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1020,2018-12,surf,"Dallas-Fort Worth-Arlington, TX MSA",475.72,3.0,19749.08,500,50,15360,20,0.03,0.03,10,0.0,0.0,4.286210937500002,62.86
1021,2018-12,surf,"Los Angeles-Long Beach-Anaheim, CA MSA",378.27,0.0,6084.63,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1022,2018-05,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",287.34,0.0,4908.08,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1022,2018-06,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",455.45,0.0,23436.48,500,50,15360,20,0.03,0.03,10,0.0,0.0,7.8871875,98.87
1022,2018-07,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",448.25,0.0,9933.15,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1022,2018-08,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",598.78,0.0,21325.33,500,50,15360,20,0.03,0.03,10,98.77999999999997,0.0,5.825517578125002,81.22
1022,2018-09,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",482.28000000000003,0.0,14118.23,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1022,2018-10,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",544.05,0.0,18961.41,500,50,15360,20,0.03,0.03,10,44.049999999999955,0.0,3.517001953125,56.49
1022,2018-11,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",469.25,0.0,22204.48,500,50,15360,20,0.03,0.03,10,0.0,0.0,6.6840625,86.84
1022,2018-12,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",552.27,0.0,18283.62,500,50,15360,20,0.03,0.03,10,52.26999999999998,0.0,2.855097656249999,50.12
1023,2018-07,surf,"Omaha-Council Bluffs, NE-IA MSA",40.13,5.0,9096.97,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1023,2018-08,surf,"Omaha-Council Bluffs, NE-IA MSA",66.66,6.0,9991.79,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1024,2018-12,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",530.02,0.0,10807.37,500,50,15360,20,0.03,0.03,10,30.019999999999982,0.0,0.0,20.9
1026,2018-07,ultimate,"Houston-The Woodlands-Sugar Land, TX MSA",152.12,9.0,4822.35,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1026,2018-08,ultimate,"Houston-The Woodlands-Sugar Land, TX MSA",183.52,13.0,8402.11,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1027,2018-07,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",327.9,18.0,11516.06,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1027,2018-08,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",341.3,13.0,20351.1,500,50,15360,20,0.03,0.03,10,0.0,0.0,4.874121093749999,68.74
1027,2018-09,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",304.12,12.0,17075.76,500,50,15360,20,0.03,0.03,10,0.0,0.0,1.6755468749999984,36.76
1027,2018-10,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",393.25,12.0,12901.15,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1027,2018-11,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",377.32,10.0,15839.84,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.46859375000000014,24.69
1027,2018-12,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",270.9,13.0,14411.53,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1028,2018-02,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",0.0,12.0,12591.91,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1028,2018-03,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37.01,66.0,36061.04,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,5.215859375000001,106.51
1028,2018-04,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",49.41,77.0,37761.59,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,6.876552734374997,118.14
1028,2018-05,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",62.97,84.0,32907.83,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,2.1365527343750017,84.96
1028,2018-06,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",44.0,66.0,37907.14,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,7.018691406249999,119.13
1028,2018-07,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50.19,85.0,38826.7,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,7.916699218749997,125.42
1028,2018-08,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",71.55,74.0,40388.21,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,9.441611328125,136.09
1028,2018-09,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",33.89,68.0,26563.75,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1028,2018-10,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",34.019999999999996,73.0,46595.33,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,15.503251953125002,178.52
1028,2018-11,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",64.74,77.0,42952.59,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,11.945888671874997,153.62
1028,2018-12,ultimate,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",40.68,74.0,37603.26,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,6.721933593750002,117.05
1029,2018-08,surf,"Tampa-St. Petersburg-Clearwater, FL MSA",40.63,2.0,618.95,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1029,2018-09,surf,"Tampa-St. Petersburg-Clearwater, FL MSA",715.58,9.0,13719.06,500,50,15360,20,0.03,0.03,10,215.58000000000004,0.0,0.0,26.47
1029,2018-10,surf,"Tampa-St. Petersburg-Clearwater, FL MSA",655.0,12.0,17605.99,500,50,15360,20,0.03,0.03,10,155.0,0.0,2.1933496093750016,46.58
1029,2018-11,surf,"Tampa-St. Petersburg-Clearwater, FL MSA",601.03,16.0,14210.22,500,50,15360,20,0.03,0.03,10,101.02999999999997,0.0,0.0,23.03
1029,2018-12,surf,"Tampa-St. Petersburg-Clearwater, FL MSA",599.13,11.0,21046.14,500,50,15360,20,0.03,0.03,10,99.13,0.0,5.552871093749999,78.5
1030,2018-10,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",439.05,9.0,11302.29,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1030,2018-11,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",444.8,11.0,16646.68,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1030,2018-12,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",395.39,10.0,15567.17,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1031,2018-07,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",288.57,1.0,10653.04,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1031,2018-08,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",454.72,2.0,21615.94,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1031,2018-09,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",482.34,3.0,13005.92,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1031,2018-10,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",530.79,2.0,18775.73,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1031,2018-11,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",575.18,1.0,16198.94,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1031,2018-12,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",443.17,5.0,12622.11,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1032,2018-11,ultimate,"Birmingham-Hoover, AL MSA",293.29,22.0,14469.16,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1032,2018-12,ultimate,"Birmingham-Hoover, AL MSA",725.52,20.0,14290.59,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1033,2018-09,ultimate,"Oklahoma City, OK MSA",156.54,5.0,5349.94,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1033,2018-10,ultimate,"Oklahoma City, OK MSA",818.05,34.0,28522.22,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1033,2018-11,ultimate,"Oklahoma City, OK MSA",875.61,37.0,27039.350000000002,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1033,2018-12,ultimate,"Oklahoma City, OK MSA",552.76,32.0,21003.9,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1034,2018-08,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",5.3100000000000005,4.0,997.42,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
1035,2018-12,surf,"Charlotte-Concord-Gastonia, NC-SC MSA",591.96,66.0,15500.04,500,50,15360,20,0.03,0.03,10,91.96000000000004,16.0,0.13675781250000085,24.61
1036,2018-06,ultimate,"Denver-Aurora-Lakewood, CO MSA",152.25,19.0,1449.37,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1036,2018-07,ultimate,"Denver-Aurora-Lakewood, CO MSA",510.8,63.0,12116.67,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1036,2018-08,ultimate,"Denver-Aurora-Lakewood, CO MSA",480.54,77.0,19505.93,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1036,2018-09,ultimate,"Denver-Aurora-Lakewood, CO MSA",276.65,83.0,14974.61,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1036,2018-10,ultimate,"Denver-Aurora-Lakewood, CO MSA",397.78,75.0,11220.67,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1036,2018-11,ultimate,"Denver-Aurora-Lakewood, CO MSA",488.04,76.0,10044.92,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1036,2018-12,ultimate,"Denver-Aurora-Lakewood, CO MSA",342.32,45.0,8787.79,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1037,2018-12,ultimate,"Seattle-Tacoma-Bellevue, WA MSA",437.65999999999997,44.0,14370.44,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1038,2018-10,ultimate,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",172.35999999999999,36.0,22299.5,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1038,2018-11,ultimate,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",389.27,106.0,37946.04,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,7.056679687500001,119.4
1038,2018-12,ultimate,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",444.65999999999997,113.0,45020.31,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,13.965146484374998,167.76
1039,2018-06,ultimate,"Columbus, OH MSA",305.21,4.0,6010.62,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1039,2018-07,ultimate,"Columbus, OH MSA",428.71999999999997,30.0,20939.15,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1039,2018-08,ultimate,"Columbus, OH MSA",389.76,23.0,22398.41,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1039,2018-09,ultimate,"Columbus, OH MSA",476.86,25.0,18558.81,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1039,2018-10,ultimate,"Columbus, OH MSA",431.84,23.0,13511.26,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1039,2018-11,ultimate,"Columbus, OH MSA",465.75,17.0,26185.96,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1039,2018-12,ultimate,"Columbus, OH MSA",539.47,25.0,20219.18,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1040,2018-12,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",280.93,0.0,16961.4,500,50,15360,20,0.03,0.03,10,0.0,0.0,1.5638671875000014,35.64
1041,2018-03,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",20.63,0.0,1586.3899999999999,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1041,2018-04,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",424.66,0.0,20601.58,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1041,2018-05,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",387.32,0.0,18259.46,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1041,2018-06,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",290.27,0.0,20033.170000000002,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1041,2018-07,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",505.47,0.0,23400.72,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1041,2018-08,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",465.63,0.0,24733.29,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1041,2018-09,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",281.64,0.0,22056.28,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1041,2018-10,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",424.69,0.0,19097.12,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1041,2018-11,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",279.51,0.0,24967.66,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1041,2018-12,ultimate,"Las Vegas-Henderson-Paradise, NV MSA",394.77,0.0,16863.45,3000,1000,30720,70,0.01,0.01,7,0.0,0.0,0.0,70.0
1042,2018-01,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",106.83,0.0,1854.93,500,50,15360,20,0.03,0.03,10,0.0,0.0,0.0,20.0
